age,final-weight,education-num,marital-status,occupation,relationship,capital-gain,hours-per-week,native-country,income,race,sex,unfair_label,fair_label
-0.8720837380661555,-0.28534928092311673,-0.031786745057101815,-1.3271962537409698,-1.3132816580925228,-0.30641694972862416,-0.15693909702624714,-0.20670934976297076,0.2798649486618716,-0.5850486126764433,4,0,0,8
0.4428356190448175,-1.336100343720976,-0.41475957707037586,-0.5533208871281594,-0.6084793371126358,2.1351523708181817,-0.15693909702624714,-0.04330274915983189,0.2798649486618716,-0.5850486126764433,4,0,5,3
-0.7259815872760473,-0.03869680219571784,1.1171317509827203,-0.5533208871281594,-0.6084793371126358,-0.9168092798653256,-0.15693909702624714,1.1822467553637095,0.2798649486618716,1.7092596723292166,2,1,3,6
-0.6529305118809933,0.000913304376439648,1.1171317509827203,0.9944298460974612,0.09632298386725127,-0.30641694972862416,-0.15693909702624714,-0.04330274915983189,0.2798649486618716,-0.5850486126764433,4,0,1,6
-0.7259815872760473,-0.005739506359542273,-0.031786745057101815,-1.3271962537409698,-0.8434134441059316,-0.30641694972862416,0.09612230516766235,0.7737302538558624,0.2798649486618716,-0.5850486126764433,4,1,0,3
0.8811420714151418,-0.7813671280584373,1.5001045829959943,-0.5533208871281594,0.8011253048471384,-0.9168092798653256,-0.15693909702624714,0.5286203529511541,0.2798649486618716,1.7092596723292166,4,1,3,6
1.3924995991805202,-0.9229646314895453,-0.41475957707037586,-0.5533208871281594,-0.6084793371126358,-0.9168092798653256,1.5696705789779748,1.5907632568715566,0.2798649486618716,1.7092596723292166,4,1,3,6
-1.2373391150414257,-0.39795816812135826,-0.41475957707037586,0.9944298460974612,-1.3132816580925228,-0.30641694972862416,-0.15693909702624714,-0.04330274915983189,0.2798649486618716,-0.5850486126764433,3,0,1,6
0.8080909960200877,1.1827074835444327,0.7341589189694462,-1.3271962537409698,1.2709935188337298,-0.30641694972862416,-0.15693909702624714,-0.04330274915983189,0.2798649486618716,-0.5850486126764433,4,0,2,5
0.8080909960200877,-1.1362284361630177,-0.41475957707037586,-0.5533208871281594,-0.8434134441059316,-0.9168092798653256,0.19966831941685056,-0.04330274915983189,0.2798649486618716,1.7092596723292166,4,1,3,6
0.29673346825470936,0.4980048039648294,1.1171317509827203,0.9944298460974612,1.2709935188337298,-0.30641694972862416,-0.15693909702624714,0.12010385144330697,0.2798649486618716,-0.5850486126764433,4,1,2,0
-0.14157298411561492,0.7771352693975694,-0.41475957707037586,-1.3271962537409698,-0.13861112312604443,-0.30641694972862416,-0.15693909702624714,-0.04330274915983189,0.2798649486618716,-0.5850486126764433,4,1,0,3
0.1506313174646013,-0.35867399175816816,1.1171317509827203,0.9944298460974612,0.8011253048471384,-0.30641694972862416,-0.15693909702624714,-0.04330274915983189,0.2798649486618716,1.7092596723292166,4,1,3,6
0.5158866944398716,-0.6997216107121002,-2.329623737136746,-0.5533208871281594,0.8011253048471384,2.1351523708181817,-0.15693909702624714,0.36521375234801523,0.2798649486618716,-0.5850486126764433,4,0,5,8
-0.4337772856958311,0.35166214013846053,-0.031786745057101815,-0.5533208871281594,0.33125709086054694,2.1351523708181817,-0.15693909702624714,-0.45181925066767903,0.2798649486618716,-0.5850486126764433,4,0,5,3
0.4428356190448175,-0.26961835524913064,-1.1807052410969239,1.7683052127102716,-1.3132816580925228,1.5247600406814803,-0.15693909702624714,-1.2688522536833733,0.2798649486618716,-0.5850486126764433,2,0,1,1
0.29673346825470936,-0.8697804903321568,0.3511860869561722,-0.5533208871281594,-0.6084793371126358,-0.9168092798653256,0.19966831941685056,0.6103236532527235,0.2798649486618716,1.7092596723292166,4,1,3,6
0.9541931468101958,-0.09580169204333211,1.8830774150092684,-0.5533208871281594,-0.6084793371126358,-0.9168092798653256,-0.15693909702624714,-0.04330274915983189,0.2798649486618716,-0.5850486126764433,4,1,0,8
-0.06852190872056088,-0.7142830221068502,0.7341589189694462,-0.5533208871281594,-1.3132816580925228,2.1351523708181817,0.7265922654018984,-0.6152258512708179,0.2798649486618716,1.7092596723292166,4,0,5,6
-0.5068283610908852,0.7402092939580848,1.1171317509827203,-1.3271962537409698,-0.6084793371126358,1.5247600406814803,-0.15693909702624714,-0.8603357521755262,0.2798649486618716,-0.5850486126764433,2,0,5,6
0.07758024206954724,2.396299030451982,-1.946650905123472,-0.5533208871281594,0.09632298386725127,-0.9168092798653256,-0.15693909702624714,-0.04330274915983189,-1.3366834912622947,-0.5850486126764433,4,1,6,2
-0.5798794364859392,-0.923683595185797,-0.41475957707037586,-1.3271962537409698,1.036059411840434,0.9143677105447787,-0.15693909702624714,-0.04330274915983189,0.2798649486618716,-0.5850486126764433,3,1,5,3
