LIMIT_BAL,SEX,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,MARRIAGE,unfair_label,fair_label
0.2604197091183332,-1.285503751024945,-1.0038280687559455,-0.5455949916374065,-0.48402148403346595,-0.6580874225269047,-0.5911678617635169,-0.6600900587444392,-0.6129291644163742,0.8809115294496356,-0.30172378405999717,-0.10271364291743991,-0.040020179190999615,-0.09185949646444265,-0.09741575969577054,2,0,0
-1.1527713563414188,0.7779051591274546,-1.3288668389953233,-0.40747954328463293,-0.3729971628513185,-0.3645187314276695,-0.3205437471068347,-0.3295973567025657,-0.3285588480593126,-0.2837695262153905,-0.31664927698199424,-0.20236591662947642,-0.26346505069916804,-0.27604636990752646,-0.1195838779215898,2,3,3
-0.8387288973503627,0.7779051591274546,0.1879807554551068,0.03642472788830847,0.09080005933975083,0.02704219896648158,0.07972186395915719,-0.2095443816201543,-0.1951541615169425,-0.179665746487356,-0.24614234722777506,-0.21698290028594955,-0.20816832027850354,-0.26840376105096697,-0.24022669819815715,1,3,3
0.5744621681093891,0.7779051591274546,-1.0038280687559455,-0.7039179016936465,-0.689443482051164,-0.6752377096728114,-0.6671146662846531,-0.6819765650918107,-0.6680487578696452,-0.4047701501915906,-0.42186026696588746,-0.43445991387752975,-0.25761281339631437,-0.3524724584731214,-0.3231686371382972,2,3,3
-0.9172395120981267,0.7779051591274546,0.07963449870864753,-0.1222966040869154,-0.08230735457663421,-0.04167740900648769,0.04644405891978451,-0.23470740772306897,0.7096974020985004,-0.27848425739842875,-0.2847838074307367,-0.2240938653080176,-0.20816832027850354,-0.2751292568447393,-0.16980145186171094,1,3,3
0.5744621681093891,0.7779051591274546,-0.35375052827718967,3.1310549274312853,1.7629929885553672,1.8457097170773906,2.0552850698036567,2.3536947776817527,2.293837442061874,0.14065357575275017,0.12424795258497368,0.1977246292649338,0.03619714757214961,0.1361195257267271,0.13308742879514596,2,4,4
-0.9957501268458907,0.7779051591274546,1.704828349905537,1.0939236556664413,1.210276009475886,-0.3287703201550044,-0.34150546661030856,-0.07105896535138723,-0.028853165884423836,-0.10054687389404977,-0.2970538445567956,-0.3555479548131916,1.2111605077939023,-0.19962028134193152,-0.2477668744654426,1,3,3
2.6157381515512528,-1.285503751024945,-0.35375052827718967,-0.4761948736243929,-0.36670912798241995,-0.3628471378225044,-0.4066273065451775,-0.6118945514042832,-0.21650021097099442,1.6050734372039557,-0.3865152346475387,-0.3986087985579368,-0.2593638765263021,1.7718670992961558,0.2800454642445396,2,0,0
0.024887864875041184,0.7779051591274546,-0.8954818120094862,1.4572346430399143,1.5131818364120295,1.5773728759080887,1.722076888366767,2.0440555905372273,2.0047722944321937,0.1006136604727369,0.16865816158600783,0.1679968449365661,0.01301860140415441,0.07551363749421028,0.2574249354426832,2,4,4
-0.3676652088637788,0.7779051591274546,-0.8954818120094862,-0.5142441668873584,-0.5858259258679646,-0.5571336984984284,-0.37851107402376005,-0.5163589827685218,-0.4517291273291921,-0.3288544708206854,-0.3428375651764185,-0.3288818359804365,-0.25065464148504746,-0.12319419277633657,-0.3231686371382972,2,3,3
